AERONET Version 3; 
Taipei_CWB
Version 3: AOD Level 2.0
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
Contact: PI=Brent_Holben; PI Email=Brent.N.Holben@nasa.gov
"Daily Averages,UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html"
"Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)"
"31:05:2017,12:00:00,151,-999.,0.097727,0.119925,-999.,-999.,0.174553,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.296192,-999.,-999.,0.340593,-999.,-999.,0.434101,0.475615,4.323852,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.579799,1.384814,1.609393,1.645966,1.306717,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"01:06:2017,12:00:00,152,-999.,0.422079,0.523090,-999.,-999.,0.719421,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.971107,-999.,-999.,1.063738,-999.,-999.,1.033056,-999.,4.724894,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.050201,0.212792,0.936121,1.120686,-0.197598,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"06:06:2017,12:00:00,157,-999.,0.128386,0.151630,-999.,-999.,0.205874,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.313848,-999.,-999.,0.343811,-999.,-999.,0.419049,0.450527,4.873704,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.254851,1.069915,1.258284,1.333552,1.089263,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"07:06:2017,12:00:00,158,-999.,0.086475,0.100687,-999.,-999.,0.140824,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.231208,-999.,-999.,0.270883,-999.,-999.,0.325307,-999.,4.694446,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.524174,1.239160,1.590475,1.552473,1.236475,-999.,0,19,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"08:06:2017,12:00:00,159,-999.,0.129534,0.166324,-999.,-999.,0.252202,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.411066,-999.,-999.,0.467895,-999.,-999.,0.561079,0.599308,4.797003,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.534528,1.101175,1.478684,1.625434,0.956129,-999.,0,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"09:06:2017,12:00:00,160,-999.,0.411032,0.486846,-999.,-999.,0.700619,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.000443,-999.,-999.,1.091564,-999.,-999.,1.229289,1.277515,5.132757,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.235415,0.789381,1.116916,1.328204,0.648919,-999.,0,4,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"10:06:2017,12:00:00,161,-999.,0.137935,0.177535,-999.,-999.,0.270258,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.432539,-999.,-999.,0.500401,-999.,-999.,0.578623,0.641535,4.468961,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.544567,1.044620,1.475546,1.616641,0.781499,-999.,0,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,17,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"11:06:2017,12:00:00,162,-999.,0.057557,0.066006,-999.,-999.,0.092686,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.157709,-999.,-999.,0.181758,-999.,-999.,0.225036,0.262896,4.059238,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.539375,1.270404,1.622347,1.585812,1.180493,-999.,0,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,0,0,15,11,15,0,0,0,0,0,0,0,15,15,15,15,15,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"22:06:2017,12:00:00,173,-999.,0.079977,0.085756,-999.,-999.,0.107859,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.170333,-999.,-999.,0.195595,-999.,-999.,0.248494,0.270000,4.253770,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.217701,1.298625,1.387164,1.209351,1.134974,-999.,0,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"23:06:2017,12:00:00,174,-999.,0.126612,0.144832,-999.,-999.,0.198941,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.316871,-999.,-999.,0.370695,-999.,-999.,0.454095,0.498483,4.525764,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.412239,1.301388,1.484952,1.426820,1.158786,-999.,0,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,23,22,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"24:06:2017,12:00:00,175,-999.,0.091456,0.098321,-999.,-999.,0.128807,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.202713,-999.,-999.,0.236173,-999.,-999.,0.287466,0.313457,4.365853,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.322320,1.261306,1.444414,1.319973,1.104467,-999.,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"28:06:2017,12:00:00,179,-999.,0.165402,0.206290,-999.,-999.,0.304041,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.477414,-999.,-999.,0.522495,-999.,-999.,0.616300,0.572860,4.608298,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.390246,1.023327,1.357862,1.439520,0.723120,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,12,0,0,12,10,12,0,0,0,0,0,0,0,13,13,13,13,11,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"29:06:2017,12:00:00,180,-999.,0.082234,0.101776,-999.,-999.,0.153735,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.256887,-999.,-999.,0.301512,-999.,-999.,0.366604,0.399170,4.153330,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.642631,1.311725,1.658788,1.690552,1.102809,-999.,0,19,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,19,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"30:06:2017,12:00:00,181,-999.,0.121331,0.155725,-999.,-999.,0.243450,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.406507,-999.,-999.,0.476344,-999.,-999.,0.576117,0.625407,4.832865,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.669388,1.276830,1.611754,1.744348,1.091221,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"01:07:2017,12:00:00,182,-999.,0.081455,0.085738,-999.,-999.,0.104618,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.161844,-999.,-999.,0.170911,-999.,-999.,0.234814,0.260191,4.886264,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.078640,1.378444,1.206059,1.156143,1.698208,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"02:07:2017,12:00:00,183,-999.,0.041264,0.042906,-999.,-999.,0.055253,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.093721,-999.,-999.,0.101128,-999.,-999.,0.133594,0.144975,4.748800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.346100,1.257108,1.492746,1.422429,1.338320,-999.,0,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,21,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"03:07:2017,12:00:00,184,-999.,0.044782,0.046043,-999.,-999.,0.058496,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.104258,-999.,-999.,0.117159,-999.,-999.,0.164471,0.182873,4.982493,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.481754,1.653524,1.728570,1.520916,1.743564,-999.,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"04:07:2017,12:00:00,185,-999.,0.060875,0.072872,-999.,-999.,0.105820,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.185085,-999.,-999.,0.212793,-999.,-999.,0.278866,0.308713,4.917474,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.630706,1.502165,1.692122,1.703013,1.491417,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"05:07:2017,12:00:00,186,-999.,0.056940,0.064802,-999.,-999.,0.083854,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.146016,-999.,-999.,0.158513,-999.,-999.,0.240539,0.267763,5.276549,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.410366,1.833634,1.565173,1.498247,2.091242,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"06:07:2017,12:00:00,187,-999.,0.125669,0.127800,-999.,-999.,0.142248,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.196908,-999.,-999.,0.208464,-999.,-999.,0.276491,0.304559,5.003621,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.768593,1.218618,0.923282,0.789470,1.459288,-999.,0,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,18,18,0,0,0,0,0,0,0,18,18,18,18,18,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"10:07:2017,12:00:00,191,-999.,0.278115,0.345373,-999.,-999.,0.498103,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.761195,-999.,-999.,0.859225,-999.,-999.,1.027260,1.104517,5.092599,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.392327,1.105356,1.336695,1.466041,1.003952,-999.,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"11:07:2017,12:00:00,192,-999.,0.234221,0.271216,-999.,-999.,0.370639,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.562296,-999.,-999.,0.657835,-999.,-999.,0.584692,0.640406,4.622830,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.649935,1.333787,1.635517,1.691746,1.146367,-999.,0,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,18,17,19,0,0,0,0,0,0,0,20,20,20,20,18,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"12:07:2017,12:00:00,193,-999.,0.115324,0.147204,-999.,-999.,0.232395,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.406727,-999.,-999.,0.485985,-999.,-999.,0.562860,0.630541,4.593673,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.772213,1.522677,1.762857,1.833941,1.414489,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,12,12,13,0,0,0,0,0,0,0,13,13,13,13,12,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"13:07:2017,12:00:00,194,-999.,0.140845,0.158577,-999.,-999.,0.210820,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.327570,-999.,-999.,0.378619,-999.,-999.,0.476422,0.531702,4.075089,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.261030,1.313938,1.354562,1.268965,1.218047,-999.,0,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,27,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"14:07:2017,12:00:00,195,-999.,0.140168,0.162682,-999.,-999.,0.224996,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.360350,-999.,-999.,0.419273,-999.,-999.,0.501816,0.556897,4.653894,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.494734,1.505391,1.544353,1.536757,1.520118,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,12,10,12,0,0,0,0,0,0,0,13,13,13,13,12,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"15:07:2017,12:00:00,196,-999.,0.102090,0.118447,-999.,-999.,0.163586,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.258846,-999.,-999.,0.266849,-999.,-999.,0.346286,0.352758,4.660061,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.578757,1.557612,1.607684,1.653937,1.605481,-999.,0,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,14,0,0,14,13,14,0,0,0,0,0,0,0,15,14,15,15,14,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"16:07:2017,12:00:00,197,-999.,0.043066,0.046035,-999.,-999.,0.060162,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.102345,-999.,-999.,0.115293,-999.,-999.,0.152266,0.174729,4.398484,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.400312,1.441496,1.553883,1.460517,1.523736,-999.,0,48,48,0,0,48,0,0,0,0,0,0,0,0,48,0,0,46,0,0,48,39,48,0,0,0,0,0,0,0,48,48,48,48,48,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"18:07:2017,12:00:00,199,-999.,0.174091,0.194468,-999.,-999.,0.254648,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.389943,-999.,-999.,0.447483,-999.,-999.,0.565735,0.629267,4.916258,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.259865,1.348861,1.346958,1.272096,1.332192,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"19:07:2017,12:00:00,200,-999.,0.059525,0.063359,-999.,-999.,0.079036,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.124672,-999.,-999.,0.144823,-999.,-999.,0.180615,0.170973,4.190277,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.162346,1.282761,1.321429,1.194060,1.200684,-999.,0,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,30,0,0,33,26,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"20:07:2017,12:00:00,201,-999.,0.081325,0.101416,-999.,-999.,0.154608,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.265904,-999.,-999.,0.309434,-999.,-999.,0.397720,0.436595,4.199127,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.668375,1.477045,1.660720,1.747206,1.430070,-999.,0,45,45,0,0,45,0,0,0,0,0,0,0,0,45,0,0,45,0,0,45,40,45,0,0,0,0,0,0,0,45,45,45,45,45,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"22:07:2017,12:00:00,203,-999.,0.029586,0.028240,-999.,-999.,0.032704,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.054561,-999.,-999.,0.055547,-999.,-999.,0.073314,0.073979,4.330244,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.050285,1.115189,1.264925,1.185327,1.403852,-999.,0,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,19,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"23:07:2017,12:00:00,204,-999.,0.059624,0.073506,-999.,-999.,0.111303,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.193260,-999.,-999.,0.220825,-999.,-999.,0.286619,0.312649,4.201034,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.666965,1.458414,1.663036,1.766604,1.448360,-999.,0,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,28,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"24:07:2017,12:00:00,205,-999.,0.250818,0.317204,-999.,-999.,0.468555,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.710321,-999.,-999.,0.812380,-999.,-999.,0.919154,0.975135,4.199916,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.399638,0.989693,1.316226,1.466627,0.766123,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,5,5,6,0,0,0,0,0,0,0,6,6,6,6,5,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"25:07:2017,12:00:00,206,-999.,0.178920,0.209474,-999.,-999.,0.287663,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.435295,-999.,-999.,0.505405,-999.,-999.,0.524646,0.551091,4.250193,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.298191,1.069025,1.322949,1.317980,0.811798,-999.,0,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,15,9,17,0,0,0,0,0,0,0,17,17,17,17,15,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"26:07:2017,12:00:00,207,-999.,0.178087,0.234014,-999.,-999.,0.358394,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.563228,-999.,-999.,0.644103,-999.,-999.,0.766756,0.840687,4.507052,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.523506,1.111416,1.420971,1.611375,0.981761,-999.,0,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,17,13,18,0,0,0,0,0,0,0,18,18,18,18,17,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"27:07:2017,12:00:00,208,-999.,0.101828,0.131403,-999.,-999.,0.200067,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.316330,-999.,-999.,0.357463,-999.,-999.,0.423169,0.450446,4.566981,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.670603,1.441832,1.717524,1.758988,1.471914,-999.,0,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,29,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"28:07:2017,12:00:00,209,-999.,0.119301,0.120397,-999.,-999.,0.137315,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.192766,-999.,-999.,0.204093,-999.,-999.,0.258404,0.282698,5.286561,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.908395,1.091956,1.037171,0.943831,1.283345,-999.,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"02:08:2017,12:00:00,214,-999.,0.133376,0.149406,-999.,-999.,0.192130,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.282262,-999.,-999.,0.318797,-999.,-999.,0.376406,0.404387,5.305077,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.137963,1.029902,1.206358,1.153096,0.906459,-999.,0,19,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,19,0,0,19,19,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"03:08:2017,12:00:00,215,-999.,0.301557,0.375299,-999.,-999.,0.530023,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.754512,-999.,-999.,0.830802,-999.,-999.,0.936550,0.983842,5.202836,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.199710,0.792946,1.102824,1.281822,0.670859,-999.,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"04:08:2017,12:00:00,216,-999.,0.136482,0.168926,-999.,-999.,0.244958,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.374833,-999.,-999.,0.429048,-999.,-999.,0.487890,0.477946,4.539703,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.417639,0.995992,1.371970,1.476476,0.739505,-999.,0,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,19,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"05:08:2017,12:00:00,217,-999.,0.139127,0.160999,-999.,-999.,0.214871,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.320945,-999.,-999.,0.362690,-999.,-999.,0.434261,0.457383,4.534790,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.240875,1.127211,1.272334,1.279272,1.041389,-999.,0,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,29,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"06:08:2017,12:00:00,218,-999.,0.143263,0.158718,-999.,-999.,0.197088,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.281953,-999.,-999.,0.306319,-999.,-999.,0.387826,0.417979,4.842492,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.106058,1.224102,1.148181,1.163761,1.313723,-999.,0,25,25,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,24,25,0,0,0,0,0,0,0,25,25,25,25,25,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"07:08:2017,12:00:00,219,-999.,0.099928,0.111260,-999.,-999.,0.144208,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.219757,-999.,-999.,0.246203,-999.,-999.,0.310885,0.341564,4.620372,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.222377,1.262041,1.299414,1.257470,1.283267,-999.,0,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,34,34,34,0,0,0,0,0,0,0,34,34,34,34,34,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"08:08:2017,12:00:00,220,-999.,0.159327,0.173645,-999.,-999.,0.214169,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.302157,-999.,-999.,0.338449,-999.,-999.,0.398832,0.421857,4.934686,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.025632,1.006787,1.109116,1.028360,0.849735,-999.,0,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"09:08:2017,12:00:00,221,-999.,0.073326,0.073519,-999.,-999.,0.076281,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.099729,-999.,-999.,0.098248,-999.,-999.,0.142417,0.152110,4.550625,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.503065,1.316894,0.661528,0.576438,1.654132,-999.,0,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,13,0,0,15,15,15,0,0,0,0,0,0,0,15,15,15,15,15,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"10:08:2017,12:00:00,222,-999.,0.097281,0.098876,-999.,-999.,0.105894,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.138895,-999.,-999.,0.143665,-999.,-999.,0.186256,0.195274,4.876692,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.578459,1.151475,0.721228,0.656290,1.363577,-999.,0,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,18,0,0,20,20,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"12:08:2017,12:00:00,224,-999.,0.171635,0.220143,-999.,-999.,0.328192,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.509600,-999.,-999.,0.577482,-999.,-999.,0.691506,0.734976,4.765337,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.440245,1.105624,1.357463,1.523398,0.947872,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
